OBJECTID,ain,SiteAddress,usecode,usetype,usedescription,Vacant_Use,unitstotal,MaxYear,SupDist2021,Submarket_Area,plng_area,Comm_Name,Plan_Name,LUP1,PctLUPArea1,LUP2,PctLUPArea2,LUP3,PctLUPArea3,LUP_Description,LUP_MinDens,LUP_MaxDens,P_LUP_FINAL,P_LUP_Description,P_LUP_FINAL_MinDens,P_LUP_FINAL_MaxDens,Zoning1,PctZngArea1,Zoning2,PctZngArea2,Zoning3,PctZngArea3,Zoning_Description,P_Zoning_FINAL,P_Zoning_Description,Acres,Max_Units_Allowed_Rounded,RHNA_Eligible,Capacity_Inc_Very_Low,Capacity_Inc_Low,Capacity_Inc_Mod,Capacity_Inc_Abv_Mod,Realistic_Capacity,Income_Categories,Consolidation_ID,Consolidation_Adj_APNs,Shape__Area,Shape__Length
2947,6021011020,1547 E 77TH PL LOS ANGELES CA 90001                                                 ,0100,Residential,Single,Non-Vacant,1,1924,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.136127,5,Yes,0,0,4,0,4,M,,,5929.6630859375,347.246409636509
2948,6021011021,1543 E 77TH PL LOS ANGELES CA 90001                                                 ,0100,Residential,Single,Non-Vacant,1,1927,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.128886,4,Yes,0,0,3,0,3,M,,,5614.248046875,342.252241674503
2949,6021011022,1539 E 77TH PL LOS ANGELES CA 90001                                                 ,0100,Residential,Single,Non-Vacant,1,1923,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.127912,4,Yes,0,0,3,0,3,M,,,5571.8212890625,341.263249426258
2950,6021011023,1535 E 77TH PL LOS ANGELES CA 90001                                                 ,0100,Residential,Single,Non-Vacant,1,1925,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.127544,4,Yes,0,0,3,0,3,M,,,5555.8212890625,340.516893544374
2951,6021011024,1529 E 77TH PL LOS ANGELES CA 90001                                                 ,0100,Residential,Single,Non-Vacant,1,1922,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.127864,4,Yes,0,0,3,0,3,M,,,5569.73828125,340.255973052912
2952,6021011025,1523 E 77TH PL LOS ANGELES CA 90001                                                 ,0100,Residential,Single,Non-Vacant,1,1923,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.127639,4,Yes,0,0,3,0,3,M,,,5559.9345703125,339.776061452624
2953,6021011026,1521 E 77TH PL LOS ANGELES CA 90001                                                 ,0100,Residential,Single,Non-Vacant,1,1922,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.126645,4,Yes,0,0,3,0,3,M,,,5516.6181640625,338.753395033092
2954,6021011027,1517 E 77TH PL LOS ANGELES CA 90001                                                 ,0100,Residential,Single,Non-Vacant,1,1925,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.126395,4,Yes,0,0,3,0,3,M,,,5505.755859375,338.27328874198
2955,6021012004,1516 E 76TH PL LOS ANGELES CA 90001                                                 ,0100,Residential,Single,Non-Vacant,1,1923,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.129139,4,Yes,0,0,3,0,3,M,,,5625.2900390625,343.22461528248
2956,6021012005,1520 E 76TH PL LOS ANGELES CA 90001                                                 ,0100,Residential,Single,Non-Vacant,1,1923,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.12887,4,Yes,0,0,3,0,3,M,,,5613.548828125,343.161667058603
2957,6021012006,1524 E 76TH PL LOS ANGELES CA 90001                                                 ,0100,Residential,Single,Non-Vacant,1,1947,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.130193,4,Yes,0,0,3,0,3,M,,,5671.1953125,344.35263564592
2958,6021012007,1528 E 76TH PL LOS ANGELES CA 90001                                                 ,0100,Residential,Single,Non-Vacant,1,1923,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.129326,4,Yes,0,0,3,0,3,M,,,5633.408203125,344.043134160225
2959,6021012008,1534 E 76TH PL LOS ANGELES CA 90001                                                 ,0200,Residential,Two Units,Non-Vacant,2,1926,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.129408,4,Yes,0,0,2,0,2,M,,,5637.0126953125,344.224837623951
2960,6021012009,1538 E 76TH PL LOS ANGELES CA 90001                                                 ,0100,Residential,Single,Non-Vacant,1,1926,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.129513,4,Yes,0,0,3,0,3,M,,,5641.5546875,344.413310845182
2961,6021012010,1542 E 76TH PL LOS ANGELES CA 90001                                                 ,0200,Residential,Two Units,Non-Vacant,2,1925,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.13118,4,Yes,0,0,2,0,2,M,,,5714.1572265625,345.833219474545
2962,6021012011,1546 E 76TH PL LOS ANGELES CA 90001                                                 ,0100,Residential,Single,Non-Vacant,1,1924,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.134252,5,Yes,0,0,4,0,4,M,,,5847.96875,348.044780569401
2963,6021012012,7651 MIRAMONTE BLVD LOS ANGELES CA 90001                                            ,0100,Residential,Single,Non-Vacant,1,1925,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.153271,5,Yes,0,0,4,0,4,M,,,6676.4453125,356.256628967444
2964,6021012013,7659 MIRAMONTE BLVD LOS ANGELES CA 90001                                            ,0200,Residential,Two Units,Non-Vacant,2,1953,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.142567,5,Yes,0,0,3,0,3,M,,,6210.208984375,348.76708226497
2965,6021012014,7665 MIRAMONTE BLVD LOS ANGELES CA 90001                                            ,0300,Residential,Three Units (Any Combination),Non-Vacant,3,1982,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.143195,5,Yes,0,0,2,0,2,M,,,6237.5498046875,349.505095458216
2966,6021012015,7667 MIRAMONTE BLVD LOS ANGELES CA 90001                                            ,0400,Residential,Four Units (Any Combination),Non-Vacant,4,1929,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.141054,5,Yes,0,0,1,0,1,M,,,6144.283203125,348.015289592089
2967,6021012018,1547 E 77TH ST LOS ANGELES CA 90001                                                 ,0100,Residential,Single,Non-Vacant,1,1923,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.132353,4,Yes,0,0,3,0,3,M,,,5765.251953125,343.238111506624
2968,6021012019,1543 E 77TH ST LOS ANGELES CA 90001                                                 ,0100,Residential,Single,Non-Vacant,1,1923,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.128427,4,Yes,0,0,3,0,3,M,,,5594.26171875,340.424833430487
2969,6021012020,1539 E 77TH ST LOS ANGELES CA 90001                                                 ,0100,Residential,Single,Non-Vacant,1,1923,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.126954,4,Yes,0,0,3,0,3,M,,,5530.06640625,339.364516263605
2970,6021012021,1533 E 77TH ST LOS ANGELES CA 90001                                                 ,0100,Residential,Single,Non-Vacant,1,1925,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.126793,4,Yes,0,0,3,0,3,M,,,5523.0947265625,339.047699360916
2971,6021012022,1529 E 77TH ST LOS ANGELES CA 90001                                                 ,0100,Residential,Single,Non-Vacant,1,1912,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.126635,4,Yes,0,0,3,0,3,M,,,5516.21875,338.734507209465
2972,6021012023,1525 E 77TH ST LOS ANGELES CA 90001                                                 ,0300,Residential,Three Units (Any Combination),Non-Vacant,3,1957,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.126964,4,Yes,0,0,1,0,1,M,,,5530.5009765625,338.92373594482
2973,6021012024,1517 E 77TH ST LOS ANGELES CA 90001                                                 ,0200,Residential,Two Units,Non-Vacant,2,1955,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.126447,4,Yes,0,0,2,0,2,M,,,5507.9892578125,338.366215146541
2974,6021012025,1515 E 77TH ST LOS ANGELES CA 90001                                                 ,0100,Residential,Single,Non-Vacant,1,1953,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.127361,4,Yes,0,0,3,0,3,M,,,5547.8271484375,338.804303486676
2975,6021017009,7775 MAIE AVE LOS ANGELES CA 90001                                                  ,0100,Residential,Single,Non-Vacant,1,1966,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.152484,5,Yes,0,0,4,0,4,M,,,6642.185546875,364.619732265308
2976,6021017010,7771 MAIE AVE LOS ANGELES CA 90001                                                  ,0400,Residential,Four Units (Any Combination),Non-Vacant,4,1964,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.135605,5,Yes,0,0,1,0,1,M,,,5906.9228515625,352.521502680034
2977,6021017011,7780 MIRAMONTE BLVD LOS ANGELES CA 90001                                            ,0100,Residential,Single,Non-Vacant,1,1918,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.146818,5,Yes,0,0,4,0,4,M,,,6395.3662109375,360.273128944034
2978,6021017012,7774 MIRAMONTE BLVD LOS ANGELES CA 90001                                            ,0100,Residential,Single,Non-Vacant,1,1920,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.138363,5,Yes,0,0,4,0,4,M,,,6027.1044921875,355.007098661413
2979,6021017013,7770 MIRAMONTE BLVD LOS ANGELES CA 90001                                            ,0300,Residential,Three Units (Any Combination),Non-Vacant,3,1959,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.1432,5,Yes,0,0,2,0,2,M,,,6237.755859375,359.010658318845
2980,6021017016,7754 MIRAMONTE BLVD LOS ANGELES CA 90001                                            ,0400,Residential,Four Units (Any Combination),Non-Vacant,4,1964,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.210611,7,Yes,0,0,3,0,3,M,,,9174.169921875,406.512101315303
2981,6021017018,7757 MAIE AVE LOS ANGELES CA 90001                                                  ,0400,Residential,Four Units (Any Combination),Non-Vacant,4,1964,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.198364,6,Yes,0,0,2,0,2,M,,,8640.677734375,390.78970556541
2982,6021017019,7753 MAIE AVE LOS ANGELES CA 90001                                                  ,0100,Residential,Single,Non-Vacant,1,1912,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.134334,5,Yes,0,0,4,0,4,M,,,5851.5654296875,347.776950230694
2983,6021017020,7729 MAIE AVE LOS ANGELES CA 90001                                                  ,0200,Residential,Two Units,Non-Vacant,2,1923,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.143761,5,Yes,0,0,3,0,3,M,,,6262.2138671875,354.024978955165
2984,6021017021,7725 MAIE AVE LOS ANGELES CA 90001                                                  ,0100,Residential,Single,Non-Vacant,1,1922,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.129344,4,Yes,0,0,3,0,3,M,,,5634.1884765625,344.548629488741
2985,6021017022,7752 MIRAMONTE BLVD LOS ANGELES CA 90001                                            ,0100,Residential,Single,Non-Vacant,1,1926,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.140629,5,Yes,0,0,4,0,4,M,,,6125.7880859375,360.759372431627
2986,6021017023,7736 MIRAMONTE BLVD LOS ANGELES CA 90001                                            ,0200,Residential,Two Units,Non-Vacant,2,1926,2,South Los Angeles,Metro Planning Area,FLORENCE - FIRESTONE,Florence-Firestone Community Plan,H18,100,,,,,H18 - Residential 18 (0 - 18 du/net ac),0,18 du/net ac,H30,H30 - Residential 30 (20 - 30 du/net ac),20,30,R-3,100,,,,,R-3 - Limited Density Multiple Residence,RLM-2,Residential Low-Medium 2,0.15198,5,Yes,0,0,3,0,3,M,,,6620.2529296875,368.248369240562
